tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,source_file
2007-1531,Joplin CH,Hard,32,C,20070212,1,103188,1.0,,Michael Russell,R,173.0,USA,28.7,103276,,WC,Tyler Cleveland,U,,USA,28.3,6-2 6-4,3,R32,,,,,,,,,,,,,,,,,,,,96.0,439.0,351.0,100.0,atp_matches_qual_chall_2007.csv
2007-1531,Joplin CH,Hard,32,C,20070212,2,103684,,,Benedikt Dorsch,R,178.0,GER,26.0,103516,,,Nathan Healey,R,180.0,AUS,26.9,6-3 3-6 6-3,3,R32,,,,,,,,,,,,,,,,,,,,189.0,214.0,180.0,229.0,atp_matches_qual_chall_2007.csv
2007-1531,Joplin CH,Hard,32,C,20070212,3,103967,,,Michael Lammer,R,185.0,SUI,24.8,103820,,,Alan Mackin,R,183.0,GBR,25.5,6-1 6-4,3,R32,,,,,,,,,,,,,,,,,,,,298.0,125.0,242.0,166.0,atp_matches_qual_chall_2007.csv
2007-1531,Joplin CH,Hard,32,C,20070212,4,104864,5.0,,Alex Kuznetsov,R,183.0,USA,20.0,104035,,,Bobby Reynolds,R,183.0,USA,24.5,1-6 6-1 6-1,3,R32,,,,,,,,,,,,,,,,,,,,183.0,225.0,204.0,199.0,atp_matches_qual_chall_2007.csv
2007-1531,Joplin CH,Hard,32,C,20070212,5,104592,3.0,,Ilija Bozoljac,R,193.0,SRB,21.5,104919,,,Leonardo Mayer,R,188.0,ARG,19.7,6-2 6-4,3,R32,,,,,,,,,,,,,,,,,,,,117.0,379.0,241.0,167.0,atp_matches_qual_chall_2007.csv
2007-1531,Joplin CH,Hard,32,C,20070212,6,104779,,,Jamie Baker,R,183.0,GBR,20.5,104136,,,Santiago Gonzalez,R,190.0,MEX,23.9,6-4 6-1,3,R32,,,,,,,,,,,,,,,,,,,,268.0,144.0,239.0,168.0,atp_matches_qual_chall_2007.csv
2007-1531,Joplin CH,Hard,32,C,20070212,7,104732,,,Phillip Simmonds,R,,USA,20.7,103977,,,Nicholas Monroe,R,178.0,USA,24.8,6-7(2) 6-4 7-6(2),3,R32,,,,,,,,,,,,,,,,,,,,253.0,155.0,311.0,119.0,atp_matches_qual_chall_2007.csv
2007-1531,Joplin CH,Hard,32,C,20070212,8,104330,8.0,,Rajeev Ram,R,193.0,USA,22.9,104292,,LL,Izak Van Der Merwe,R,196.0,RSA,23.0,6-3 3-6 6-3,3,R32,,,,,,,,,,,,,,,,,,,,201.0,204.0,444.0,66.0,atp_matches_qual_chall_2007.csv
2007-1531,Joplin CH,Hard,32,C,20070212,9,103553,7.0,,Alun Jones,R,180.0,AUS,26.7,103204,,,Hugo Armando,R,183.0,USA,28.7,1-6 7-6(5) 6-2,3,R32,,,,,,,,,,,,,,,,,,,,219.0,186.0,218.0,187.0,atp_matches_qual_chall_2007.csv
2007-1531,Joplin CH,Hard,32,C,20070212,10,102780,,,Frederic Niemeyer,R,190.0,CAN,30.8,104201,,WC,Stefan Borg,R,,SWE,23.6,6-3 5-7 6-1,3,R32,,,,,,,,,,,,,,,,,,,,334.0,109.0,,,atp_matches_qual_chall_2007.csv
2007-1531,Joplin CH,Hard,32,C,20070212,11,105385,,Q,Donald Young,L,183.0,USA,17.5,104976,,WC,Ryan Sweeting,R,196.0,USA,19.5,6-4 6-2,3,R32,,,,,,,,,,,,,,,,,,,,470.0,60.0,299.0,123.0,atp_matches_qual_chall_2007.csv
2007-1531,Joplin CH,Hard,32,C,20070212,12,104070,4.0,,Jesse Witten,R,178.0,USA,24.3,105065,,Q,Tim Smyczek,R,175.0,USA,19.1,6-1 6-2,3,R32,,,,,,,,,,,,,,,,,,,,177.0,232.0,568.0,41.0,atp_matches_qual_chall_2007.csv
2007-1531,Joplin CH,Hard,32,C,20070212,13,104167,,,Todd Widom,R,,USA,23.8,104639,6.0,,Wayne Odesnik,L,180.0,USA,21.2,5-4 RET,3,R32,,,,,,,,,,,,,,,,,,,,306.0,121.0,182.0,227.0,atp_matches_qual_chall_2007.csv
2007-1531,Joplin CH,Hard,32,C,20070212,14,104453,,,Michael Ryderstedt,L,188.0,SWE,22.2,104623,,,Josh Goodall,R,188.0,GBR,21.3,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,,327.0,113.0,212.0,190.0,atp_matches_qual_chall_2007.csv
2007-1531,Joplin CH,Hard,32,C,20070212,15,103762,,WC,John Paul Fruttero,R,185.0,USA,25.7,103104,,Q,Bjorn Rehnquist,R,175.0,SWE,29.1,6-0 6-4,3,R32,,,,,,,,,,,,,,,,,,,,367.0,92.0,455.0,64.0,atp_matches_qual_chall_2007.csv
2007-1531,Joplin CH,Hard,32,C,20070212,16,104717,,,Brendan Evans,R,188.0,USA,20.8,104589,2.0,,Chris Guccione,L,201.0,AUS,21.5,7-6(4) 6-2,3,R32,,,,,,,,,,,,,,,,,,,,317.0,117.0,109.0,397.0,atp_matches_qual_chall_2007.csv
2007-1531,Joplin CH,Hard,32,C,20070212,17,103188,1.0,,Michael Russell,R,173.0,USA,28.7,103684,,,Benedikt Dorsch,R,178.0,GER,26.0,6-4 6-3,3,R16,,,,,,,,,,,,,,,,,,,,96.0,439.0,189.0,214.0,atp_matches_qual_chall_2007.csv
2007-1531,Joplin CH,Hard,32,C,20070212,18,104864,5.0,,Alex Kuznetsov,R,183.0,USA,20.0,103967,,,Michael Lammer,R,185.0,SUI,24.8,6-3 7-6(7),3,R16,,,,,,,,,,,,,,,,,,,,183.0,225.0,298.0,125.0,atp_matches_qual_chall_2007.csv
2007-1531,Joplin CH,Hard,32,C,20070212,19,104779,,,Jamie Baker,R,183.0,GBR,20.5,104592,3.0,,Ilija Bozoljac,R,193.0,SRB,21.5,6-2 6-3,3,R16,,,,,,,,,,,,,,,,,,,,268.0,144.0,117.0,379.0,atp_matches_qual_chall_2007.csv
2007-1531,Joplin CH,Hard,32,C,20070212,20,104330,8.0,,Rajeev Ram,R,193.0,USA,22.9,104732,,,Phillip Simmonds,R,,USA,20.7,6-3 7-5,3,R16,,,,,,,,,,,,,,,,,,,,201.0,204.0,253.0,155.0,atp_matches_qual_chall_2007.csv
2007-1531,Joplin CH,Hard,32,C,20070212,21,102780,,,Frederic Niemeyer,R,190.0,CAN,30.8,103553,7.0,,Alun Jones,R,180.0,AUS,26.7,6-1 RET,3,R16,,,,,,,,,,,,,,,,,,,,334.0,109.0,219.0,186.0,atp_matches_qual_chall_2007.csv
2007-1531,Joplin CH,Hard,32,C,20070212,22,104070,4.0,,Jesse Witten,R,178.0,USA,24.3,105385,,Q,Donald Young,L,183.0,USA,17.5,7-6(4) 6-3,3,R16,,,,,,,,,,,,,,,,,,,,177.0,232.0,470.0,60.0,atp_matches_qual_chall_2007.csv
2007-1531,Joplin CH,Hard,32,C,20070212,23,104453,,,Michael Ryderstedt,L,188.0,SWE,22.2,104167,,,Todd Widom,R,,USA,23.8,6-3 6-2,3,R16,,,,,,,,,,,,,,,,,,,,327.0,113.0,306.0,121.0,atp_matches_qual_chall_2007.csv
2007-1531,Joplin CH,Hard,32,C,20070212,24,103762,,WC,John Paul Fruttero,R,185.0,USA,25.7,104717,,,Brendan Evans,R,188.0,USA,20.8,2-6 6-3 7-5,3,R16,,,,,,,,,,,,,,,,,,,,367.0,92.0,317.0,117.0,atp_matches_qual_chall_2007.csv
2007-1531,Joplin CH,Hard,32,C,20070212,25,103188,1.0,,Michael Russell,R,173.0,USA,28.7,104864,5.0,,Alex Kuznetsov,R,183.0,USA,20.0,6-4 6-4,3,QF,,,,,,,,,,,,,,,,,,,,96.0,439.0,183.0,225.0,atp_matches_qual_chall_2007.csv
2007-1531,Joplin CH,Hard,32,C,20070212,26,104779,,,Jamie Baker,R,183.0,GBR,20.5,104330,8.0,,Rajeev Ram,R,193.0,USA,22.9,6-4 6-4,3,QF,,,,,,,,,,,,,,,,,,,,268.0,144.0,201.0,204.0,atp_matches_qual_chall_2007.csv
2007-1531,Joplin CH,Hard,32,C,20070212,27,102780,,,Frederic Niemeyer,R,190.0,CAN,30.8,104070,4.0,,Jesse Witten,R,178.0,USA,24.3,6-2 6-3,3,QF,,,,,,,,,,,,,,,,,,,,334.0,109.0,177.0,232.0,atp_matches_qual_chall_2007.csv
2007-1531,Joplin CH,Hard,32,C,20070212,28,104453,,,Michael Ryderstedt,L,188.0,SWE,22.2,103762,,WC,John Paul Fruttero,R,185.0,USA,25.7,7-6(2) 7-6(4),3,QF,,,,,,,,,,,,,,,,,,,,327.0,113.0,367.0,92.0,atp_matches_qual_chall_2007.csv
2007-1531,Joplin CH,Hard,32,C,20070212,29,103188,1.0,,Michael Russell,R,173.0,USA,28.7,104779,,,Jamie Baker,R,183.0,GBR,20.5,6-1 7-6(4),3,SF,,,,,,,,,,,,,,,,,,,,96.0,439.0,268.0,144.0,atp_matches_qual_chall_2007.csv
2007-1531,Joplin CH,Hard,32,C,20070212,30,102780,,,Frederic Niemeyer,R,190.0,CAN,30.8,104453,,,Michael Ryderstedt,L,188.0,SWE,22.2,6-3 6-4,3,SF,,,,,,,,,,,,,,,,,,,,334.0,109.0,327.0,113.0,atp_matches_qual_chall_2007.csv
2007-1531,Joplin CH,Hard,32,C,20070212,31,103188,1.0,,Michael Russell,R,173.0,USA,28.7,102780,,,Frederic Niemeyer,R,190.0,CAN,30.8,6-4 6-1,3,F,,,,,,,,,,,,,,,,,,,,96.0,439.0,334.0,109.0,atp_matches_qual_chall_2007.csv
2007-1536,Madrid Masters,Hard,48,M,20071015,701,104559,,,Teymuraz Gabashvili,R,188.0,RUS,22.3,105208,1.0,,Ernests Gulbis,R,190.0,LAT,19.1,4-6 6-1 6-2,3,Q1,,,,,,,,,,,,,,,,,,,,100.0,417.0,48.0,698.0,atp_matches_qual_chall_2007.csv
2007-1536,Madrid Masters,Hard,48,M,20071015,702,102967,9.0,,Marc Gicquel,R,188.0,FRA,30.5,103105,,,Ruben Ramirez Hidalgo,R,183.0,ESP,29.7,6-2 6-3,3,Q1,,,,,,,,,,,,,,,,,,,,77.0,520.0,142.0,309.0,atp_matches_qual_chall_2007.csv
2007-1536,Madrid Masters,Hard,48,M,20071015,703,103169,2.0,,Oscar Hernandez,R,180.0,ESP,29.5,102629,,WC,Oscar Burrieza,R,170.0,ESP,32.2,6-4 6-3,3,Q1,,,,,,,,,,,,,,,,,,,,52.0,636.0,500.0,52.0,atp_matches_qual_chall_2007.csv
2007-1536,Madrid Masters,Hard,48,M,20071015,704,104068,7.0,,Robby Ginepri,R,183.0,USA,25.0,105529,,WC,Carlos Gomez Herrera,R,191.0,ESP,17.4,6-0 6-1,3,Q1,,,,,,,,,,,,,,,,,,,,72.0,535.0,1474.0,1.0,atp_matches_qual_chall_2007.csv
2007-1536,Madrid Masters,Hard,48,M,20071015,705,102860,3.0,,Agustin Calleri,R,183.0,ARG,31.0,104262,,,Flavio Cipolla,R,173.0,ITA,23.9,6-3 6-0,3,Q1,,,,,,,,,,,,,,,,,,,,50.0,660.0,143.0,307.0,atp_matches_qual_chall_2007.csv
2007-1536,Madrid Masters,Hard,48,M,20071015,706,104620,12.0,,Simone Bolelli,R,183.0,ITA,22.0,102800,,WC,Nenad Zimonjic,R,190.0,SRB,31.3,6-2 6-7(6) 6-3,3,Q1,,,,,,,,,,,,,,,,,,,,92.0,446.0,554.0,39.0,atp_matches_qual_chall_2007.csv
2007-1536,Madrid Masters,Hard,48,M,20071015,707,102905,4.0,,Stefan Koubek,L,175.0,AUT,30.7,103868,,,Ivan Navarro,R,183.0,ESP,25.9,6-3 6-4,3,Q1,,,,,,,,,,,,,,,,,,,,68.0,565.0,110.0,391.0,atp_matches_qual_chall_2007.csv
2007-1536,Madrid Masters,Hard,48,M,20071015,708,103454,8.0,,Nicolas Massu,R,183.0,CHI,28.0,105360,,WC,Guillermo Alcorta Olarra,R,,ESP,18.3,6-1 6-1,3,Q1,,,,,,,,,,,,,,,,,,,,74.0,526.0,,,atp_matches_qual_chall_2007.csv
2007-1536,Madrid Masters,Hard,48,M,20071015,709,104019,5.0,,Kristof Vliegen,R,193.0,BEL,25.3,104371,,,Ivo Minar,R,183.0,CZE,23.4,6-1 7-6(8),3,Q1,,,,,,,,,,,,,,,,,,,,73.0,531.0,157.0,271.0,atp_matches_qual_chall_2007.csv
2007-1536,Madrid Masters,Hard,48,M,20071015,710,102318,11.0,,Andrei Pavel,R,183.0,ROU,33.7,102839,,,Nicolas Lapentti,R,188.0,ECU,31.1,7-6(8) 7-5,3,Q1,,,,,,,,,,,,,,,,,,,,82.0,502.0,106.0,402.0,atp_matches_qual_chall_2007.csv
2007-1536,Madrid Masters,Hard,48,M,20071015,711,104433,6.0,,Frank Dancevic,R,185.0,CAN,23.0,104198,,,Guillermo Garcia Lopez,R,188.0,ESP,24.3,7-6(8) 2-6 6-4,3,Q1,,,,,,,,,,,,,,,,,,,,70.0,546.0,94.0,433.0,atp_matches_qual_chall_2007.csv
2007-1536,Madrid Masters,Hard,48,M,20071015,712,104268,,,Alejandro Falla,L,185.0,COL,23.9,102434,10.0,,Vincent Spadea,R,183.0,USA,33.2,6-7(4) 6-2 6-3,3,Q1,,,,,,,,,,,,,,,,,,,,128.0,335.0,79.0,515.0,atp_matches_qual_chall_2007.csv
2007-1536,Madrid Masters,Hard,48,M,20071015,713,102967,9.0,,Marc Gicquel,R,188.0,FRA,30.5,104559,,,Teymuraz Gabashvili,R,188.0,RUS,22.3,6-4 7-6(5),3,Q2,,,,,,,,,,,,,,,,,,,,77.0,520.0,100.0,417.0,atp_matches_qual_chall_2007.csv
2007-1536,Madrid Masters,Hard,48,M,20071015,714,104068,7.0,,Robby Ginepri,R,183.0,USA,25.0,103169,2.0,,Oscar Hernandez,R,180.0,ESP,29.5,6-3 6-4,3,Q2,,,,,,,,,,,,,,,,,,,,72.0,535.0,52.0,636.0,atp_matches_qual_chall_2007.csv
2007-1536,Madrid Masters,Hard,48,M,20071015,715,102860,3.0,,Agustin Calleri,R,183.0,ARG,31.0,104620,12.0,,Simone Bolelli,R,183.0,ITA,22.0,6-1 7-6(2),3,Q2,,,,,,,,,,,,,,,,,,,,50.0,660.0,92.0,446.0,atp_matches_qual_chall_2007.csv
2007-1536,Madrid Masters,Hard,48,M,20071015,716,102905,4.0,,Stefan Koubek,L,175.0,AUT,30.7,103454,8.0,,Nicolas Massu,R,183.0,CHI,28.0,6-1 6-2,3,Q2,,,,,,,,,,,,,,,,,,,,68.0,565.0,74.0,526.0,atp_matches_qual_chall_2007.csv
2007-1536,Madrid Masters,Hard,48,M,20071015,717,102318,11.0,,Andrei Pavel,R,183.0,ROU,33.7,104019,5.0,,Kristof Vliegen,R,193.0,BEL,25.3,6-1 6-7(7) 6-4,3,Q2,,,,,,,,,,,,,,,,,,,,82.0,502.0,73.0,531.0,atp_matches_qual_chall_2007.csv
2007-1536,Madrid Masters,Hard,48,M,20071015,718,104268,,,Alejandro Falla,L,185.0,COL,23.9,104433,6.0,,Frank Dancevic,R,185.0,CAN,23.0,6-4 5-7 6-4,3,Q2,,,,,,,,,,,,,,,,,,,,128.0,335.0,70.0,546.0,atp_matches_qual_chall_2007.csv
2007-1541,Tunis CH,Clay,32,C,20070430,1,102148,1.0,,Fabrice Santoro,R,178.0,FRA,34.3,103209,,,Leonardo Azzaro,L,188.0,ITA,28.9,6-7(5) 6-2 6-1,3,R32,,,,,,,,,,,,,,,,,,,,56.0,665.0,279.0,133.0,atp_matches_qual_chall_2007.csv
2007-1541,Tunis CH,Clay,32,C,20070430,2,104678,,,Viktor Troicki,R,193.0,SRB,21.2,102456,,WC,Felix Mantilla,R,180.0,ESP,32.5,3-6 6-2 7-5,3,R32,,,,,,,,,,,,,,,,,,,,196.0,206.0,699.0,22.0,atp_matches_qual_chall_2007.csv
2007-1541,Tunis CH,Clay,32,C,20070430,3,103997,,,Lukasz Kubot,R,190.0,POL,24.9,103716,,,Uros Vico,R,188.0,ITA,26.1,6-0 3-1 RET,3,R32,,,,,,,,,,,,,,,,,,,,154.0,283.0,263.0,145.0,atp_matches_qual_chall_2007.csv
2007-1541,Tunis CH,Clay,32,C,20070430,4,102318,6.0,,Andrei Pavel,R,183.0,ROU,33.2,104180,,,Gilles Muller,L,193.0,LUX,23.9,6-4 7-5,3,R32,,,,,,,,,,,,,,,,,,,,100.0,427.0,129.0,335.0,atp_matches_qual_chall_2007.csv
2007-1541,Tunis CH,Clay,32,C,20070430,5,102381,4.0,,Werner Eschauer,R,188.0,AUT,33.0,104056,,,Roko Karanusic,R,183.0,CRO,24.6,6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,,103.0,416.0,151.0,295.0,atp_matches_qual_chall_2007.csv
2007-1541,Tunis CH,Clay,32,C,20070430,6,103823,,,Denis Gremelmayr,L,183.0,GER,25.7,103675,,,Diego Junqueira,L,178.0,ARG,26.3,6-4 6-0,3,R32,,,,,,,,,,,,,,,,,,,,168.0,248.0,240.0,158.0,atp_matches_qual_chall_2007.csv
2007-1541,Tunis CH,Clay,32,C,20070430,7,104580,,WC,Haithem Abid,L,,TUN,21.7,103294,,,Christophe Rochus,R,170.0,BEL,28.3,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,,808.0,15.0,169.0,241.0,atp_matches_qual_chall_2007.csv
2007-1541,Tunis CH,Clay,32,C,20070430,8,102950,8.0,,Fernando Vicente,R,180.0,ESP,30.1,104291,,Q,Malek Jaziri,R,185.0,TUN,23.2,6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,,136.0,326.0,631.0,30.0,atp_matches_qual_chall_2007.csv
2007-1541,Tunis CH,Clay,32,C,20070430,9,103594,7.0,,Oliver Marach,R,185.0,AUT,26.7,104182,,Q,Sasa Tuksar,R,180.0,CRO,23.9,6-3 7-6(1),3,R32,,,,,,,,,,,,,,,,,,,,124.0,348.0,377.0,85.0,atp_matches_qual_chall_2007.csv
2007-1541,Tunis CH,Clay,32,C,20070430,10,103924,,,Marc Fornell Mestres,R,,ESP,25.2,109050,,WC,Wael Kilani,R,,TUN,18.6,6-2 6-2,3,R32,,,,,,,,,,,,,,,,,,,,271.0,138.0,1027.0,7.0,atp_matches_qual_chall_2007.csv
2007-1541,Tunis CH,Clay,32,C,20070430,11,104467,,,Lamine Ouahab,R,185.0,ALG,22.3,101868,,,Dick Norman,L,203.0,BEL,36.1,6-1 6-1,3,R32,,,,,,,,,,,,,,,,,,,,182.0,224.0,137.0,325.0,atp_matches_qual_chall_2007.csv
2007-1541,Tunis CH,Clay,32,C,20070430,12,103580,3.0,,Alexander Peya,R,183.0,AUT,26.8,104195,,,Simone Vagnozzi,R,173.0,ITA,23.9,6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,,92.0,464.0,228.0,168.0,atp_matches_qual_chall_2007.csv
2007-1541,Tunis CH,Clay,32,C,20070430,13,104620,5.0,,Simone Bolelli,R,183.0,ITA,21.5,103077,,,Konstantinos Economidis,R,188.0,GRE,29.4,6-4 6-3,3,R32,,,,,,,,,,,,,,,,,,,,96.0,443.0,135.0,328.0,atp_matches_qual_chall_2007.csv
2007-1541,Tunis CH,Clay,32,C,20070430,14,103657,,,Ivo Klec,R,183.0,SVK,26.4,103735,,Q,Lovro Zovko,R,190.0,CRO,26.1,6-3 6-2,3,R32,,,,,,,,,,,,,,,,,,,,231.0,166.0,565.0,40.0,atp_matches_qual_chall_2007.csv
