tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,source_file
2008-1536,Madrid Masters,Hard,48,M,20081012,701,104068,,,Robby Ginepri,R,183.0,USA,26.0,104386,1.0,,Janko Tipsarevic,R,180.0,SRB,24.3,6-3 3-6 6-2,3,Q1,,,,,,,,,,,,,,,,,,,,63.0,660.0,50.0,760.0,atp_matches_qual_chall_2008.csv
2008-1536,Madrid Masters,Hard,48,M,20081012,702,104724,8.0,,Eduardo Schwank,R,183.0,ARG,22.4,102629,,WC,Oscar Burrieza,R,170.0,ESP,33.2,7-6(5) 6-4,3,Q1,,,,,,,,,,,,,,,,,,,,56.0,708.0,658.0,31.0,atp_matches_qual_chall_2008.csv
2008-1536,Madrid Masters,Hard,48,M,20081012,703,104620,2.0,,Simone Bolelli,R,183.0,ITA,23.0,102839,,,Nicolas Lapentti,R,188.0,ECU,32.1,6-4 6-3,3,Q1,,,,,,,,,,,,,,,,,,,,43.0,810.0,82.0,544.0,atp_matches_qual_chall_2008.csv
2008-1536,Madrid Masters,Hard,48,M,20081012,704,104327,10.0,,Steve Darcis,R,178.0,BEL,24.5,103534,,,Nicolas Devilder,L,173.0,FRA,28.5,6-4 7-6(1),3,Q1,,,,,,,,,,,,,,,,,,,,59.0,694.0,65.0,657.0,atp_matches_qual_chall_2008.csv
2008-1536,Madrid Masters,Hard,48,M,20081012,705,104076,3.0,,Jose Acasuso,R,190.0,ARG,25.9,104665,,WC,Pablo Andujar,R,180.0,ESP,22.7,6-3 3-6 2-0 RET,3,Q1,,,,,,,,,,,,,,,,,,,,45.0,808.0,98.0,478.0,atp_matches_qual_chall_2008.csv
2008-1536,Madrid Masters,Hard,48,M,20081012,706,103722,7.0,,Florent Serra,R,180.0,FRA,27.6,105777,,WC,Grigor Dimitrov,R,188.0,BUL,17.4,6-3 6-3,3,Q1,,,,,,,,,,,,,,,,,,,,64.0,658.0,480.0,58.0,atp_matches_qual_chall_2008.csv
2008-1536,Madrid Masters,Hard,48,M,20081012,707,103344,4.0,,Ivan Ljubicic,R,193.0,CRO,29.5,104589,,,Chris Guccione,L,201.0,AUS,23.2,6-3 7-5,3,Q1,,,,,,,,,,,,,,,,,,,,49.0,775.0,91.0,502.0,atp_matches_qual_chall_2008.csv
2008-1536,Madrid Masters,Hard,48,M,20081012,708,104719,9.0,,Marcel Granollers,R,190.0,ESP,22.5,105529,,WC,Carlos Gomez Herrera,R,191.0,ESP,18.4,6-0 6-2,3,Q1,,,,,,,,,,,,,,,,,,,,58.0,696.0,1909.0,1.0,atp_matches_qual_chall_2008.csv
2008-1536,Madrid Masters,Hard,48,M,20081012,709,103694,,,Olivier Rochus,R,168.0,BEL,27.7,102860,5.0,,Agustin Calleri,R,183.0,ARG,32.0,6-3 6-1,3,Q1,,,,,,,,,,,,,,,,,,,,110.0,442.0,51.0,745.0,atp_matches_qual_chall_2008.csv
2008-1536,Madrid Masters,Hard,48,M,20081012,710,103084,12.0,,Guillermo Canas,R,185.0,ARG,30.8,104180,,,Gilles Muller,L,193.0,LUX,25.4,4-6 6-2 6-4,3,Q1,,,,,,,,,,,,,,,,,,,,61.0,670.0,78.0,560.0,atp_matches_qual_chall_2008.csv
2008-1536,Madrid Masters,Hard,48,M,20081012,711,103898,6.0,,Julien Benneteau,R,185.0,FRA,26.8,103868,,,Ivan Navarro,R,183.0,ESP,26.9,6-7(4) 7-6(4) 6-3,3,Q1,,,,,,,,,,,,,,,,,,,,55.0,710.0,79.0,559.0,atp_matches_qual_chall_2008.csv
2008-1536,Madrid Masters,Hard,48,M,20081012,712,103812,,,Victor Hanescu,R,198.0,ROU,27.2,104198,11.0,,Guillermo Garcia Lopez,R,188.0,ESP,25.3,6-1 7-6(2),3,Q1,,,,,,,,,,,,,,,,,,,,73.0,579.0,60.0,686.0,atp_matches_qual_chall_2008.csv
2008-1536,Madrid Masters,Hard,48,M,20081012,713,104068,,,Robby Ginepri,R,183.0,USA,26.0,104724,8.0,,Eduardo Schwank,R,183.0,ARG,22.4,7-6(2) 6-4,3,Q2,,,,,,,,,,,,,,,,,,,,63.0,660.0,56.0,708.0,atp_matches_qual_chall_2008.csv
2008-1536,Madrid Masters,Hard,48,M,20081012,714,104327,10.0,,Steve Darcis,R,178.0,BEL,24.5,104620,2.0,,Simone Bolelli,R,183.0,ITA,23.0,7-6(4) 7-6(2),3,Q2,,,,,,,,,,,,,,,,,,,,59.0,694.0,43.0,810.0,atp_matches_qual_chall_2008.csv
2008-1536,Madrid Masters,Hard,48,M,20081012,715,103722,7.0,,Florent Serra,R,180.0,FRA,27.6,104076,3.0,,Jose Acasuso,R,190.0,ARG,25.9,6-4 6-4,3,Q2,,,,,,,,,,,,,,,,,,,,64.0,658.0,45.0,808.0,atp_matches_qual_chall_2008.csv
2008-1536,Madrid Masters,Hard,48,M,20081012,716,104719,9.0,,Marcel Granollers,R,190.0,ESP,22.5,103344,4.0,,Ivan Ljubicic,R,193.0,CRO,29.5,7-5 7-5,3,Q2,,,,,,,,,,,,,,,,,,,,58.0,696.0,49.0,775.0,atp_matches_qual_chall_2008.csv
2008-1536,Madrid Masters,Hard,48,M,20081012,717,103694,,,Olivier Rochus,R,168.0,BEL,27.7,103084,12.0,,Guillermo Canas,R,185.0,ARG,30.8,7-5 6-3,3,Q2,,,,,,,,,,,,,,,,,,,,110.0,442.0,61.0,670.0,atp_matches_qual_chall_2008.csv
2008-1536,Madrid Masters,Hard,48,M,20081012,718,103812,,,Victor Hanescu,R,198.0,ROU,27.2,103898,6.0,,Julien Benneteau,R,185.0,FRA,26.8,6-4 6-3,3,Q2,,,,,,,,,,,,,,,,,,,,73.0,579.0,55.0,710.0,atp_matches_qual_chall_2008.csv
2008-1539,Leon CH,Hard,32,C,20080324,1,104919,1.0,,Leonardo Mayer,R,188.0,ARG,20.8,104779,,,Jamie Baker,R,183.0,GBR,21.6,6-1 6-4,3,R32,,,,,,,,,,,,,,,,,,,,146.0,305.0,225.0,179.0,atp_matches_qual_chall_2008.csv
2008-1539,Leon CH,Hard,32,C,20080324,2,104717,,,Brendan Evans,R,188.0,USA,21.9,104200,,WC,Juan Manuel Elizondo,A,180.0,MEX,24.7,6-1 6-4,3,R32,,,,,,,,,,,,,,,,,,,,203.0,203.0,772.0,18.0,atp_matches_qual_chall_2008.csv
2008-1539,Leon CH,Hard,32,C,20080324,3,103316,,Q,Victor Romero,R,,MEX,29.1,103997,,,Lukasz Kubot,R,190.0,POL,25.8,6-1 0-6 6-4,3,R32,,,,,,,,,,,,,,,,,,,,642.0,30.0,230.0,172.0,atp_matches_qual_chall_2008.csv
2008-1539,Leon CH,Hard,32,C,20080324,4,104547,,,Horacio Zeballos,L,188.0,ARG,22.9,101868,5.0,,Dick Norman,L,203.0,BEL,37.0,7-6(5) 6-3,3,R32,,,,,,,,,,,,,,,,,,,,272.0,143.0,191.0,218.0,atp_matches_qual_chall_2008.csv
2008-1539,Leon CH,Hard,32,C,20080324,5,104424,4.0,,Go Soeda,R,178.0,JPN,23.5,104330,,,Rajeev Ram,R,193.0,USA,24.0,6-1 1-0 RET,3,R32,,,,,,,,,,,,,,,,,,,,163.0,267.0,239.0,168.0,atp_matches_qual_chall_2008.csv
