tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,source_file
2010-1536,Madrid Masters,Clay,56,M,20100509,701,103428,1.0,,Juan Ignacio Chela,R,190.0,ARG,30.6,104477,,,Jorge Aguilar,R,178.0,CHI,25.3,6-4 6-4,3,Q1,92.0,1.0,1.0,51.0,32.0,27.0,11.0,10.0,2.0,4.0,2.0,1.0,62.0,37.0,23.0,10.0,10.0,4.0,8.0,51.0,839.0,226.0,205.0,atp_matches_qual_chall_2010.csv
2010-1536,Madrid Masters,Clay,56,M,20100509,702,104262,,,Flavio Cipolla,R,173.0,ITA,26.5,104592,13.0,,Ilija Bozoljac,R,193.0,SRB,24.7,7-5 6-2,3,Q1,93.0,1.0,3.0,67.0,53.0,36.0,8.0,10.0,3.0,4.0,4.0,2.0,78.0,46.0,30.0,10.0,10.0,11.0,15.0,263.0,171.0,129.0,405.0,atp_matches_qual_chall_2010.csv
2010-1536,Madrid Masters,Clay,56,M,20100509,703,104739,,,Guillermo Alcaide,R,188.0,ESP,23.9,104516,,,Arnau Brugues Davi,L,183.0,ESP,25.1,7-5 7-5,3,Q1,99.0,11.0,1.0,79.0,52.0,43.0,9.0,12.0,5.0,7.0,2.0,2.0,79.0,47.0,34.0,10.0,12.0,4.0,8.0,228.0,205.0,227.0,205.0,atp_matches_qual_chall_2010.csv
2010-1536,Madrid Masters,Clay,56,M,20100509,704,103926,,WC,Daniel Munoz de la Nava,L,178.0,ESP,28.2,105154,14.0,,Joao Souza,R,193.0,BRA,21.9,6-4 6-4,3,Q1,90.0,4.0,2.0,55.0,39.0,29.0,10.0,10.0,3.0,4.0,5.0,3.0,76.0,45.0,27.0,15.0,10.0,5.0,8.0,315.0,134.0,127.0,409.0,atp_matches_qual_chall_2010.csv
2010-1536,Madrid Masters,Clay,56,M,20100509,705,105053,3.0,,Santiago Giraldo,R,188.0,COL,22.4,105098,,,Alexandre Sidorenko,R,185.0,FRA,22.2,6-1 6-2,3,Q1,68.0,4.0,0.0,44.0,29.0,20.0,11.0,7.0,1.0,1.0,1.0,1.0,61.0,33.0,20.0,7.0,8.0,7.0,12.0,59.0,764.0,245.0,192.0,atp_matches_qual_chall_2010.csv
2010-1536,Madrid Masters,Clay,56,M,20100509,706,103835,12.0,,Filippo Volandri,R,183.0,ITA,28.6,103017,,,Nicolas Kiefer,R,183.0,GER,32.8,6-4 6-2,3,Q1,61.0,0.0,1.0,43.0,27.0,22.0,14.0,9.0,0.0,0.0,1.0,5.0,54.0,28.0,21.0,10.0,9.0,2.0,5.0,123.0,422.0,154.0,317.0,atp_matches_qual_chall_2010.csv
2010-1536,Madrid Masters,Clay,56,M,20100509,707,105238,4.0,,Alexandr Dolgopolov,R,180.0,UKR,21.5,104629,,WC,Adrian Menendez Maceiras,R,185.0,ESP,24.5,6-2 6-3,3,Q1,60.0,2.0,2.0,49.0,21.0,19.0,19.0,9.0,3.0,3.0,1.0,2.0,51.0,32.0,15.0,12.0,8.0,4.0,7.0,62.0,734.0,190.0,245.0,atp_matches_qual_chall_2010.csv
2010-1536,Madrid Masters,Clay,56,M,20100509,708,103888,8.0,,Mardy Fish,R,188.0,USA,28.4,105529,,WC,Carlos Gomez Herrera,R,191.0,ESP,20.0,6-2 6-2,3,Q1,75.0,8.0,0.0,44.0,24.0,20.0,14.0,8.0,1.0,1.0,2.0,2.0,63.0,43.0,23.0,8.0,8.0,5.0,9.0,98.0,540.0,1088.0,5.0,atp_matches_qual_chall_2010.csv
2010-1536,Madrid Masters,Clay,56,M,20100509,709,103294,,,Christophe Rochus,R,170.0,BEL,31.4,104268,5.0,,Alejandro Falla,L,185.0,COL,26.4,6-3 5-7 6-2,3,Q1,118.0,4.0,3.0,81.0,37.0,29.0,26.0,15.0,3.0,6.0,6.0,2.0,87.0,56.0,35.0,13.0,14.0,4.0,9.0,140.0,361.0,69.0,705.0,atp_matches_qual_chall_2010.csv
2010-1536,Madrid Masters,Clay,56,M,20100509,710,103169,10.0,,Oscar Hernandez,R,180.0,ESP,32.0,103448,,,Gabriel Trujillo Soler,R,,ESP,30.6,6-1 6-2,3,Q1,66.0,2.0,1.0,51.0,38.0,28.0,6.0,8.0,2.0,3.0,1.0,1.0,52.0,33.0,18.0,5.0,7.0,6.0,11.0,103.0,516.0,252.0,185.0,atp_matches_qual_chall_2010.csv
2010-1536,Madrid Masters,Clay,56,M,20100509,711,103188,6.0,,Michael Russell,R,173.0,USA,32.0,104112,,,Benjamin Balleret,R,185.0,MON,27.3,3-6 6-3 6-2,3,Q1,111.0,0.0,3.0,79.0,52.0,37.0,17.0,13.0,1.0,3.0,6.0,3.0,83.0,51.0,32.0,16.0,13.0,5.0,9.0,85.0,598.0,225.0,205.0,atp_matches_qual_chall_2010.csv
2010-1536,Madrid Masters,Clay,56,M,20100509,712,104593,9.0,,Daniel Gimeno Traver,R,185.0,ESP,24.7,103063,,,Sebastien De Chaunac,R,183.0,FRA,32.5,6-2 6-2,3,Q1,58.0,2.0,0.0,42.0,24.0,19.0,14.0,8.0,2.0,2.0,2.0,4.0,45.0,23.0,15.0,9.0,8.0,1.0,5.0,96.0,558.0,197.0,234.0,atp_matches_qual_chall_2010.csv
2010-1536,Madrid Masters,Clay,56,M,20100509,713,104731,7.0,,Kevin Anderson,R,203.0,RSA,23.9,110661,,WC,Alvaro Cajigal,R,,ESP,18.2,6-1 6-0,3,Q1,47.0,4.0,0.0,31.0,23.0,20.0,8.0,7.0,0.0,0.0,1.0,1.0,38.0,15.0,8.0,6.0,6.0,1.0,6.0,97.0,544.0,1572.0,1.0,atp_matches_qual_chall_2010.csv
2010-1536,Madrid Masters,Clay,56,M,20100509,714,103868,11.0,,Ivan Navarro,R,183.0,ESP,28.5,104166,,,Alex Bogomolov Jr,R,178.0,RUS,27.0,6-4 6-4,3,Q1,90.0,9.0,0.0,63.0,43.0,34.0,11.0,10.0,2.0,2.0,0.0,1.0,66.0,49.0,32.0,9.0,10.0,3.0,5.0,110.0,477.0,223.0,205.0,atp_matches_qual_chall_2010.csv
2010-1536,Madrid Masters,Clay,56,M,20100509,715,103428,1.0,,Juan Ignacio Chela,R,190.0,ARG,30.6,104262,,,Flavio Cipolla,R,173.0,ITA,26.5,6-2 6-3,3,Q2,84.0,1.0,0.0,49.0,37.0,25.0,6.0,8.0,2.0,4.0,0.0,1.0,65.0,52.0,24.0,6.0,9.0,5.0,11.0,51.0,839.0,263.0,171.0,atp_matches_qual_chall_2010.csv
2010-1536,Madrid Masters,Clay,56,M,20100509,716,103926,,WC,Daniel Munoz de la Nava,L,178.0,ESP,28.2,104739,,,Guillermo Alcaide,R,188.0,ESP,23.9,6-0 6-4,3,Q2,69.0,3.0,0.0,40.0,30.0,25.0,7.0,8.0,0.0,0.0,2.0,0.0,61.0,33.0,21.0,10.0,8.0,4.0,8.0,315.0,134.0,228.0,205.0,atp_matches_qual_chall_2010.csv
2010-1536,Madrid Masters,Clay,56,M,20100509,717,105053,3.0,,Santiago Giraldo,R,188.0,COL,22.4,103835,12.0,,Filippo Volandri,R,183.0,ITA,28.6,6-2 6-1,3,Q2,55.0,5.0,1.0,42.0,26.0,24.0,8.0,8.0,0.0,0.0,0.0,3.0,42.0,26.0,16.0,5.0,7.0,1.0,5.0,59.0,764.0,123.0,422.0,atp_matches_qual_chall_2010.csv
2010-1536,Madrid Masters,Clay,56,M,20100509,718,105238,4.0,,Alexandr Dolgopolov,R,180.0,UKR,21.5,103888,8.0,,Mardy Fish,R,188.0,USA,28.4,6-7(5) 6-4 7-6(5),3,Q2,204.0,9.0,3.0,127.0,72.0,55.0,27.0,17.0,5.0,8.0,11.0,5.0,167.0,90.0,60.0,38.0,17.0,17.0,21.0,62.0,734.0,98.0,540.0,atp_matches_qual_chall_2010.csv
